Timestamp,Company Name,Position Title,Position Type,Location,Base Salary,Salary Frequency,Housing Stipend,Signing Bonus,Stock Bonuses/Benefits,Stock Vesting Schedule Details,Additional Benefits,Did You Negotiate the Offer?,Did You Accept the Offer?,Time Frame From First Interview Invitation to Offer in Weeks,Sex,Degree Level,Last Year of College,Last School Attended,Major,Additional Information,Monthly Salary,Annualized Salary,Bonuses per Year,Annualized Recurring Renumeration (inc. stock),Recurring Renumeration per Month,Total First Year Annualized Renumeration(including Signon & Relocation)
11/27/2015 16:52:01,Palantir,Forward Deployed Engineer,Full Time,"PA, CA",100000,Annually,,10000,75000,,,No,No,,Male,Bachelors,Senior,Ivy League,CS,Interned at Facebook,"$8,333","$100,000","$18,750","$118,750","$9,896","$128,750"
11/25/2015 14:26:44,PIndrop Security,,Intern,Atlanta,"$5,000",Per Month,,,,,"Free catered lunch, free laptop(mac) to take back ",No,Yes,,Female,Bachelors,Sophomore,Georgia,CS,,"$5,000","$60,000",$0,"$60,000","$5,000","$60,000"
11/27/2015 20:23:09,Pinterest,Intern,Intern,"San Francisco, CA",9000,Per Month,2250,,,,Free lunch,No,Yes,7,Female,BA dropout,Senior,Howard University,Computer Science,"Length: 4 months
I originally applied for full-time, but that was converted to an internship when I decided to drop out of school. So I had six interviews, since I was originally in the full-time process.","$9,000","$108,000","$27,000","$135,000","$11,250","$135,000"
11/25/2015 14:51:32,Pre-A startup,,Full Time,"San Francisco, CA","$115,000",Annually,,"$10,000","$750,000","4 years 1 cliff, backloaded vesting","All meals
Gym membership
Misc expenses
401k matching",Yes,Yes,,Male,Bachelors,Junior,MIT,Computer Science,,"$9,583","$115,000",$0,"$115,000","$9,583","$125,000"
11/25/2015 15:02:31,Public Social Network,PM,Full Time,Bay Area,"$115,000",Annually,$0,"$5,000","$150,000",4 year vesting,,No,Yes,60,Female,Bachelors,Senior,Liberal Arts,CS,,"$9,583","$115,000","$37,500","$152,500","$12,708","$157,500"
11/26/2015 23:46:35,Public Tech,,Full Time,California,110000,Annually,,,,,,No,Still considering,,Prefer Not to Disclose,Bachelors,Senior,,,,"$9,167","$110,000",$0,"$110,000","$9,167","$110,000"
11/26/2015 2:48:45,"Public, Medical Records",SE Intern,Intern,"Long Island, NY",$18,Per Hour,0,,,,"Full housing stipend (I pay $0 for housing, I just pay for food and car gas... it's not actually 9999 but I don't know the worth of it yet)",No,Yes,2,Male,Bachelors,Junior,Top-level SUNY,CS,10 week length internship,"$3,120","$37,440",$0,"$37,440","$3,120","$37,440"
11/25/2015 18:44:16,"Public, Networking",Software Engineer,Full Time,"San Jose, CA","$90,000",Annually,0,0,0,,,No,Yes,,Male,Bachelors,Senior,,,,"$7,500","$90,000",$0,"$90,000","$7,500","$90,000"
11/27/2015 1:37:56,Qualcomm,Interim Engineering Intern,Intern,"San Diego, CA ",31,Per Hour,,,,,"Full relocation and housing provided, 24/7 gym access, passport dining card",No,Yes,3,Male,Bachelors,Senior,University of Illinois at Urbana-Champaign,Computer Science,,"$5,373","$64,480",$0,"$64,480","$5,373","$64,480"
11/27/2015 18:47:55,Qualtrics,,Intern,Seattle,36,Per Hour,,,,,,No,No,4,Male,Bachelors,Sophomore,MIT,CS,,"$6,240","$74,880",$0,"$74,880","$6,240","$74,880"
11/25/2015 14:17:17,Rackspace Inc (Cloud Services),,Intern,United States,$27,Per Hour,$0,$0,$0,0,"Gym on location, free lunch once a week usually",Yes,Yes,3,Male,Masters,Graduate,40-50 ranked Computer Science graduate school,Computer Science,Just one video interview with team members for internship.,"$4,680","$56,160",$0,"$56,160","$4,680","$56,160"
11/25/2015 14:18:18,Salesforce,,Intern,Indianapolis,$20,Per Hour,"$3,000",,,,Free housing,No,Yes,,Male,Bachelors,Sophomore,Purdue,Computer Science,,"$3,467","$41,600","$36,000","$77,600","$6,467","$77,600"
11/25/2015 15:46:55,Salesforce,Software Engineering ,Intern,"Indianapolis, IN",$23,Per Hour,"$1,500",$500,,,,No,Yes,,Female,Bachelors,Sophomore,University of Illinois at Champaign Urbana,Computer Science,,"$3,987","$47,840","$18,000","$65,840","$5,487","$66,340"
11/25/2015 17:28:15,Salesforce,New grad SWE,Full Time,"San Francisco, CA","$125,000",Annually,,30000,50000,,,No,No,,Female,Bachelors,Senior,South east state school,CS,,"$10,417","$125,000","$12,500","$137,500","$11,458","$167,500"
11/26/2015 0:42:18,Salesforce,Software Engineering Intern (Summer),Intern,Seattle,"$6,750",Per Month,1667,300,,,"Housing in luxury apartment, intern activities, covering flight to Seattle, covering flight to SF for me to stay in the SF office for 1 week",No,Still considering,,Male,Bachelors,Junior,Stanford University,CS,,"$6,750","$81,005","$20,004","$101,009","$8,417","$101,309"
11/26/2015 18:43:24,Salesforce,Software Engineer Intern,Intern,"San Francisco, CA",$42,Per Hour,0,,,,"Gym membership, free housing, free flight to and from SD to SF",No,Yes,3,Female,High School,Junior,"University of California, San Diego",Computer Science,,"$7,313","$87,755",$0,"$87,755","$7,313","$87,755"
11/25/2015 14:42:52,SalesforceIQ,,Intern,"Palo Alto, CA",$40,Per Hour,"$1,000",,,,"Free meals (all three), 401k eligibility, reimbursed gym membership, Lyft credit (if not using housing stipend)",No,Yes,8,Male,Bachelors,Junior,Midwest State College,CS,Housing stipend of 1000/month only applies if within 6 miles of office,"$6,933","$83,200","$12,000","$95,200","$7,933","$95,200"
11/25/2015 15:05:34,Seed,,Intern,US,$20,Per Hour,,,,,,No,Yes,,Male,High School,Didn't attend college,,,,"$3,467","$41,600",$0,"$41,600","$3,467","$41,600"
11/25/2015 20:21:28,Seed in medtech,Senior engineer,Full Time,"Austin, TX","$80,000",Annually,,,160000,4 years vesting with a 1 year cliff,Minimal,Yes,No,5,Female,Masters,Graduate,Texas public school,Electrical engineering,,"$6,667","$80,000","$40,000","$120,000","$10,000","$120,000"
11/25/2015 14:11:29,"Seed, 100 engineers",,Intern,SF,"$6,000",Per Month,"$1,000",,,,,Yes,Yes,5,Female,Bachelors,Sophomore,Stanford,CS,,"$6,000","$72,000","$12,000","$84,000","$7,000","$84,000"
11/25/2015 14:24:23,"Series A, Enterprise (SaaS)",,Full Time,"San Francisco, CA, USA","$110,000",Annually,,,$0,"4 yrs vesting, 1 year cliff, monthly",,Prefer not to disclose,Yes,5,Male,Bachelors,Senior,UIUC,CS,"Initially I was offered 0.1%, but when I spoke with the recruiter again they offered 0.15%.","$9,167","$110,000",$0,"$110,000","$9,167","$110,000"
11/26/2015 2:51:29,"Series A, fintech",,Full Time,London,"$45,000",Annually,,,45000,"2 years, 1year cliff",,No,Still considering,,Male,Bachelors,,,,,"$3,750","$45,000","$22,500","$67,500","$5,625","$67,500"
11/25/2015 14:33:35,Series B AI company,Experimental Research,Full Time,SF,"$70,000",Annually,,,"$175,000",4 years,,No,Yes,,Male,Bachelors,Senior,Tier below ivy,"CS, cognitive brain science",,"$5,833","$70,000","$43,750","$113,750","$9,479","$113,750"
11/25/2015 15:38:28,Slack Technologies,Data Engineering Intern,Intern,"San Francisco, California ","$7,500",Per Month,"$1,000",,,,,No,Yes,2,Male,Bachelors,Senior,"University of California, San Diego",Computer Engineering,,"$7,500","$90,000","$12,000","$102,000","$8,500","$102,000"
11/25/2015 23:32:35,Small Startup,Software Developer Intern,Intern,North Carolina,"$46,000",Annually,,,,,Company lunch once a week,No,Yes,,Female,Bachelors,Junior,Southeast State College,Computer Science,,"$3,833","$46,000",$0,"$46,000","$3,833","$46,000"
11/25/2015 14:13:30,Square,,Intern,San Francisco,$36,Per Hour,"$2,000",,,,"Free breakfast and lunch, reimbursed flights",No,Yes,7,Female,Bachelors,Sophomore,Top 50 Private School,Computer Science,,"$6,240","$74,880","$24,000","$98,880","$8,240","$98,880"
11/25/2015 14:40:53,Square,Software Engineering Intern,Intern,San Francisco,$36,Per Hour,"$1,500",,,,,No,No,2.5,Female,Bachelors,Sophomore,Stanford,Computer Science,,"$6,240","$74,880","$18,000","$92,880","$7,740","$92,880"
11/26/2015 13:50:22,Square,,Intern,"San Francisco, CA",$38,Per Hour,1500,,,,,No,No,,Male,Bachelors,Sophomore,,,,"$6,587","$79,040","$18,000","$97,040","$8,087","$97,040"
11/27/2015 17:17:35,Square,Software Engineer,Full Time,San Francisco,100000,Annually,,15000,110000,,,No,Still considering,4,Male,Bachelors,Senior,Ivy League,Computer Science,,"$8,333","$100,000","$27,500","$127,500","$10,625","$142,500"
11/27/2015 18:48:02,Square,,Intern,SF,38,Per Hour,2000,,,,,No,No,7,Female,Bachelors,Sophomore,MIT,CS,,"$6,587","$79,040","$24,000","$103,040","$8,587","$103,040"
11/25/2015 16:29:44,Texas Instruments,Product engineer,Intern,Dallas,$23,Per Hour,$0,"$2,100",,,gym,No,Yes,6,Male,Bachelors,Junior,Virginia Tech,EE,,"$3,987","$47,840",$0,"$47,840","$3,987","$49,940"
11/26/2015 21:05:58,Twitter,APM,Full Time,SF,120000,Annually,,15000,150000,,,Prefer not to disclose,Yes,,Prefer Not to Disclose,Bachelors,Senior,,CS,,"$10,000","$120,000","$37,500","$157,500","$13,125","$172,500"
11/26/2015 13:44:48,Two Sigma Investments,Software Engineer Intern,Intern,"New York, NY","$10,400",Per Month,2266.666667,5000,,,,,No,,Male,Bachelors,Sophomore,,,,"$10,400","$124,800","$27,200","$152,000","$12,667","$157,000"
11/25/2015 14:17:40,Uber,,Full Time,"San Francisco, CA","$110,000",Annually,,"$5,000","$60,000",,Uber benefits,Yes,Yes,,Male,Bachelors,Senior,,,,"$9,167","$110,000","$15,000","$125,000","$10,417","$130,000"
11/25/2015 17:39:46,Uber,Software Engineering Intern,Intern,SF,$43,Per Hour,1000,,,,$400 Uber credits,No,Yes,4,Female,Bachelors,Junior,UC Berkeley,Computer Science,,"$7,498","$89,981","$12,000","$101,981","$8,498","$101,981"
11/25/2015 19:59:32,Uber,Software Engineering Intern,Intern,California,"$6,500",Per Month,1000,,,,,No,Yes,,Male,Bachelors,Freshman,,Computer Science,,"$6,500","$78,000","$12,000","$90,000","$7,500","$90,000"
11/26/2015 10:49:27,Uber,Software Engineer Intern,Intern,"San Francisco, CA",$44,Per Hour,1000,,,,"400 Uber credit/month, breakfast/lunch/dinner at the office",No,Yes,4,Prefer Not to Disclose,Bachelors,Junior,Non-Ivy private school in Boston,Computer Science,,"$7,627","$91,520","$12,000","$103,520","$8,627","$103,520"
11/25/2015 14:45:52,Upthere,Technical Intern,Intern,"Palo Alto, CA","$7,000",Per Month,"$1,000",,,,"Free food everyday, lots of snacks. ",No,Yes,2,Male,Masters,,,CS,,"$7,000","$84,000","$12,000","$96,000","$8,000","$96,000"
11/25/2015 20:00:50,upthere,Software Engineering Intern,Intern,California,"$7,000",Per Month,0,,,,,No,No,,Male,Bachelors,Freshman,,Computer Science,,"$7,000","$84,000",$0,"$84,000","$7,000","$84,000"
11/25/2015 20:42:32,Visa Inc,Software Engineer in Test Intern,Intern,"Bellevue, WA",$27,Per Hour,3000,,,,"Free soda, free coffee, free snacks once a week. free breakfast every Friday",No,Yes,2,Female,Bachelors,Junior,UCSD,Computer Science,"Easy Interview. 
String manipulation
Parsing
Software Engineering principles. 

Placed in Security Team. 
Length of Internship: 12 weeks. ","$4,680","$56,160","$36,000","$92,160","$7,680","$92,160"
11/25/2015 14:28:27,Wayfair,,Intern,"Boston, MA",$30,Per Hour,$0,,,,Employee discount,No,No,1,Male,Bachelors,Junior,UIUC,CS,"As of summer 2015, salary for underclassmen is $25/hr, upperclassmen (junior+) is $30/hr","$5,200","$62,400",$0,"$62,400","$5,200","$62,400"
11/27/2015 17:38:53,Workday,Associate Software Application Engineer,Full Time,"Pleasanton, CA",95000,Annually,,,,,Stock and Signing bonuses,No,Still considering,4,Male,Bachelors,Senior,UC,CS,,"$7,917","$95,000",$0,"$95,000","$7,917","$95,000"
11/25/2015 14:35:21,Yahoo,,Intern,"Sunnyvale, CA",$38,Per Hour,"$1,500",,,,"free meals, gym onsite, pays for relocation (round trip flight, hotel up to 3 nights)",No,No,4,Male,Bachelors,Junior,UIUC,CS,"Clarification about housing stipend: it's not 1500/month, but a one time 4500 ""bonus""","$6,587","$79,040","$18,000","$97,040","$8,087","$97,040"
11/25/2015 15:22:46,Yelp,,Intern,"San Francisco, CA","$8,300",Per Month,"$1,500",,,,"Free Breakfast/Lunch, Gym membership subsidy, housing placement assistance",No,Yes,6,Male,Bachelors,Senior,Purdue University,Computer Science,,"$8,300","$99,600","$18,000","$117,600","$9,800","$117,600"
11/25/2015 17:25:39,Yelp,Software Engineering,Intern,San Francisco,"$7,040",Per Month,1500,,,,,No,Yes,,Male,Bachelors,Sophomore,University of Waterloo,Systems Design Engineering,,"$7,040","$84,480","$18,000","$102,480","$8,540","$102,480"
11/25/2015 18:23:30,Yelp,,Intern,"San Francisco, CA","$80,000",Annually,1500,,,,,Prefer not to disclose,Yes,4,Male,Bachelors,Sophomore,Waterloo,computer engineering,,"$6,667","$80,000","$18,000","$98,000","$8,167","$98,000"
11/27/2015 14:02:27,Yext,,Intern,NYC,1800,Per Week,,5000,,,free lunch and dinner,No,Still considering,3,Male,Bachelors,Sophomore,MIT,CS,,"$7,800","$93,600",$0,"$93,600","$7,800","$98,600"
11/28/2015 0:00:10,Box,Software Engineer,Full Time,Redwood City,125000,Annually,,5000,77000,4 years vesting schedule with 1 year cliff,"Gym membership, free lunch and dinner",No,Still considering,,Prefer Not to Disclose,Bachelors,Senior,,Computer Science,,"$10,417","$125,000","$19,250","$144,250","$12,021","$149,250"
11/28/2015 13:14:08,Dropbox,Software Engineering Intern,Intern,"San Francisco, CA",7500,Per Month,,,,,corporate housing and meals,No,Yes,,Male,Bachelors,Junior,,,,"$7,500","$90,000",$0,"$90,000","$7,500","$90,000"
11/28/2015 16:27:05,Airbnb,Software Engineering Intern,Intern,"San Francisco, CA",7600,Per Month,4000,,,,"$500/month Airbnb credits, $100/month transportation, medical insurance, 3 meals/day",No,Yes,4,Female,Bachelors,Freshman,Berkeley,Math + CS,,,,,,,
11/28/2015 16:49:25,Defense,Software Engineer,Intern,"Cleveland, Ohio",20.91,Per Hour,350,,,,,No,No,2,Male,Bachelors,Junior,Drexel,CompE,"It was a position in Ohio, thus the lower pay.",,,,,,
11/28/2015 16:50:41,Defense,Systems Engineer,Intern,"Moorestown, NJ",21.7,Per Hour,,,,,,No,Yes,4,Male,Bachelors,Sophomore,Drexel,Computer Engineering,Internship was in southern NJ thus lower living expenses.,,,,,,
11/28/2015 17:28:44,Amazon Robotics,Software Engineering Intern,Intern,Boston,5600,Per Month,1500,,,,,No,Yes,1,Female,Masters,Senior,Larger Ivy,Computer Science and Robotics,,,,,,,
11/28/2015 17:40:07,Bloomberg,Software Engineer,Intern,NYC,6400,Per Month,1700,,,,"Gym membership, free meals and snacks",No,Yes,3,Female,Bachelors,Senior,,Computer Science,,,,,,,
11/28/2015 18:01:06,Orbital ATK,Electrical Design Engineer,Full Time,"Minneapolis, MN",67000,Annually,0,0,0,0,4.5% match 401k,Yes,Yes,3,Male,Bachelors,Senior,Midwest State University ,EE,,,,,,,
11/28/2015 18:03:59,Facebook,Software Engineer,Full Time,"Menlo Park, CA",105000,Annually,,75000,150000,4 years,,No,Yes,,Male,Bachelors,Senior,,Computer Science,,,,,,,
